category,address,name,getName,getType,accessType,size,autodetectedSize,getSize,getVrom,sectionType,isDefined,isUserDeclared,isAutogenerated,isMaybeString,referenceCounter,overlayCategory,unknownSegment,isGot,isGotGlobal,isGotLocal,gotIndex,firstLoAccess,isAutogeneratedPad,isElfNotype
symbol,0x-07FC8,None,D_-07FC8,,WORD,None,None,0x1,0x0,,False,False,True,False,3,None,True,False,False,False,None,36,False,False
symbol,0x-07FA8,None,D_-07FA8,,WORD,None,None,0x1,0x0,,False,False,True,False,1,None,True,False,False,False,None,264,False,False
symbol,0x-07FA4,None,D_-07FA4,,WORD,None,None,0x1,0x0,,False,False,True,False,1,None,True,False,False,False,None,168,False,False
symbol,0x-07E78,None,D_-07E78,,WORD,None,None,0x1,0x0,,False,False,True,False,1,None,True,False,False,False,None,204,False,False
symbol,0x-079AC,None,D_-079AC,,WORD,None,None,0x1,0x0,,False,False,True,False,1,None,True,False,False,False,None,124,False,False
symbol,0x-07840,None,D_-07840,,WORD,None,None,0x1,0x0,,False,False,True,False,2,None,True,False,False,False,None,132,False,False
symbol,0x-0783C,None,D_-0783C,,WORD,None,None,0x1,0x0,,False,False,True,False,2,None,True,False,False,False,None,104,False,False
